name,price
William Garcia,258.1809089
Barbara Freeman,141.890534
Rebecca Zimmerman,293.373272
Patricia Velasquez,249.9479246
Ronnie Clark,272.908659
Timothy Rose,65.74326968
Joshua Ramirez,64.54997394
Joseph Dawson,111.0171384
Robert Rios,87.31797988
Karen Mitchell,277.2511543
Patrick Greene,7.259436115
Matthew Nelson,295.3146887
Melissa Smith,70.04282129
Amy Johnson,78.26892103
Edgar Ellis,208.6777041
Olivia Rivera,104.8094951
Kelly Leblanc MD,40.20849552
Jennifer Anderson,17.90633335
Tammy Clark,125.0672217
Jennifer Marquez,21.63604687
Cory Silva,36.24541189
Mackenzie Moon,264.9268902
Larry Wade,126.3049676
Diana Shaffer,37.50406255
Stephen Smith,168.1895294
Kendra White,265.1085587
Lindsey Williamson,280.3953974
Wanda Hale,106.0997985
Jillian Davies DDS,10.64366962
Douglas Thomas,119.0382607
Jennifer Davis,153.0526538
George Holmes,44.38614111
Marissa Webster,105.4378241
Anna Boyle,80.47552199
Paul Gillespie,174.6815735
Autumn Johnston,132.780344
Tracey Norton DDS,118.0225331
Amy Flynn,128.6739798
Melissa Davis,72.58977535
Vincent Mitchell,78.43990466
Gregory Martin,144.6915752
Robert Coffey Jr.,117.3205633
Melissa Montgomery,101.4845534
Krystal Cunningham,296.536062
Scott Lee,163.4878508
James Murray,28.59025756
Hunter Stokes,3.582742282
Jasmine Austin,33.90382995
Grant Summers,51.78034157
Sarah Spencer DDS,271.6023676
Brianna Lewis,192.617676
Mrs. Rhonda Martin DVM,145.6455553
Dennis Lawrence Jr.,161.3584294
Michael Stewart,245.4400987
William Wilkins,22.90555849
Rebecca Jimenez,142.590737
Kathleen Roman,15.10135967
Billy Smith,22.53181535
Nicole James,101.913846
Allison Holt,12.7990102
Amanda Johnson,19.17461281
Michael Spencer,171.890946
Brandi King,30.05366744
Alexander King,23.47063099
Nicole Sampson,207.6385148
Savannah Bell,22.05563858
Jessica Harris MD,103.7031099
Lauren Gallagher,266.215602
Jack Townsend,93.27791862
Jamie Nguyen,228.9953328
Ann Price,266.323001
Michael Rodriguez,224.0452951
Heather Davidson,219.8337855
Marie Green,146.6406753
Lori Tapia,147.3422789
Kayla Alvarado,127.2410425
Susan Crosby,200.3652912
Nathan Harris,163.8731027
Michael Daniel,4.582288435
Ashley Jones,53.14943439
John Wright,91.35592502
Melissa Jordan,294.2154133
Carrie Jackson,232.6768105
Rebecca Anderson,183.1702424
Paul Powell,105.1162169
Shawn Baxter,81.03527984
Sarah Wright,141.0101793
Kimberly Romero,235.624084
Matthew Washington,186.5044837
Kirk Hayden,148.2501795
Traci Kelley,41.56298339
Isabella Chen,129.6921072
Melanie Salazar,292.8461055
Stephanie Lewis,76.43122945
Christopher Hensley,249.1556558
Terry Vincent,242.9859001
Jason Alvarado,95.92027624
Michelle Evans,257.2373034
Dennis Benitez,87.11980487
Troy Garcia,181.4054634
Albert Davila,113.2109822
Candice Rivera,42.88132073
Cole Edwards,244.0779245
Danielle Johnson,31.63041433
Justin Ramirez,146.3464935
Elizabeth Griffith,205.7783782
Kristin Clay,260.3474682
Joseph White,65.20753493
Marissa Holmes,59.40240228
Michelle Hamilton,91.62237167
Christopher Alvarez,126.025264
Craig Hogan,136.7126938
,Mr. Manuel Mcfarland Jr.
Melissa Castillo,281.1608076
Maria Williams,10.21292614
Vanessa Thomas,20.58084145
Gary Obrien,53.39582051
Melissa Holt,252.2818438
Eric Valenzuela,176.52775
Anthony Hardy,4.902725495
Mrs. Karen Johnson,49.41029242
Richard Hunt,249.7511997
Karen Robertson,1.710967532
Adam Jones,56.93252133
Jonathan Fuller,14.71921636
Jason Harris,151.4305855
Danielle Hill,179.8454001
Seth Freeman,224.5526336
,Mr. Brian Bradley
Joseph Davis,97.09676869
Sonya Reyes,209.9855308
Michael Castro,243.1786308
Jonathan Collins,101.4620676
Eric Hayes,279.9732949
Eric Moore,77.4205876
Veronica Estes,270.8232516
Timothy Aguilar,133.1135532
Taylor Hunt,138.2042127
Michael Clarke,128.9532357
Cheryl Morse,275.7612746
Jose Page,184.058919
Matthew Kramer,265.3917788
Regina Barrera,185.2134145
Dr. Sean George,53.76304189
Cody Hernandez,180.9265991
Hunter Smith,175.2181525
Andrea Burke,256.3026305
Elizabeth Patterson,290.1129725
Austin Rhodes,158.1182472
Maurice Thompson,224.1265422
Richard Martinez,86.96423972
Brian Hernandez,42.67025555
