name,price
William Dixon,109.03727963458522
Kristen Horn,262.5246521922521
Kimberly Chang,187.0072582777407
Mary Ball,283.17464763656955
Benjamin Craig,143.8715816881791
Cathy Werner,61.50899135285132
Brandon Bell,48.63730910375834
Paul Farley,0000012.38946478859294
Sarah Mcdaniel,151.59544716874203
Caroline Anderson,00075.62152102993683
Carl Jones,147.02940469082753
Scott Lee,244.1856527060776
Kaylee Coleman,0000017.864270321996845
Charles Parker,0215.5372830242686
Susan Hess,38.35997062871797
Kiara Collier,000204.18254858412087
Mr. Scott Martinez,165.8514289408149
Christopher Ortega,30.30144506447241
Michael Russell,243.17249105103508
Dwayne Johnson,287.4932856123935
Patty Smith,180.23442574473592
Deanna Sherman,99.79911841562617
Douglas Francis,0161.7688908056352
Vicki Diaz,18.649876721417435
Robin Phillips,244.91198356198336
Travis Rice,141.49882541077946
Ashley Rocha,50.00303730985961
Sarah Jacobson,80.48182457363062
Kayla Shannon,98.91531394497848
Sean Wang DDS,220.62821774950513
Richard Estrada,49.168691512056014
Joseph Torres,150.12378419766594
Kim Jones,18.84343770225838
Melissa Tanner,00000269.18402994297986
Jackson Cline,0000064.3125172107435
Sonya Foster,296.2155012166741
Allen Williams,15.390831703593
Mr. Thomas Rivera,95.22843715592121
Jamie Silva,296.82440753934657
Kathleen Moore,92.50052419128964
Evelyn Pineda,169.22892925664138
Kyle Peters,0000106.7990952132163
Anthony Cruz,0000049.10199817319769
Eric Flores,122.95569856549317
Anna Richardson,254.49526058922797
Gary Harper,47.59652591777343
Linda Johnson,0115.36278154605294
Melissa Smith,87.97994845806542
Kristen Floyd,00135.02304134412356
William Diaz,192.14913546689587
Benjamin Smith,0000134.90529389051355
David Glenn,216.29104632060702
Dawn Jones,271.6144998802729
Joel Smith,14.494919799933415
Mr. Larry Grimes MD,0268.6758682473656
Joseph Arnold,0121.7750468474434
Kyle Long,241.62163914201534
Brittany Day,261.54605742206627
Bobby Ward,0063.5130358008172
Thomas Lee,254.07557711297562
Jennifer Hansen,101.48873523428665
Lisa Murray,000176.09191738609584
Meghan Wade,00000273.230340943105
Tammie Brooks,84.88856949195046
Maria Bell,264.07466519472524
Allison Livingston,00130.34844264841078
Chris Hays,17.342763790337447
Courtney Mitchell,00078.93257699026059
Shawn White,188.02192560020143
Taylor Gomez,225.019823714774
Jeremy Rodriguez,200.7248207662091
April Garcia,66.24555967130416
Zachary Watts,15.497387859732203
Sarah Montoya,206.82125465342605
Jennifer Barker,89.18615989096851
Sharon Garza,000072.3577270367147
Tiffany Stevens,196.37932201380522
Ruben Armstrong,93.69836737933717
Dr. Jeffrey Spencer,271.1622820171668
Nicole Ramsey,247.8596071044983
Anne Roy,277.93248205609933
Lori Sanchez,285.6616404970253
Allison Chavez,00126.85021100807127
Marcus Adams,36.47040893667673
Mary Smith,16.315071974183017
Joseph Reed,0000178.4576742447325
Jason Armstrong,26.045257464740857
Jeff Armstrong,88.47561283959318
Sean Shields,247.83952552279044
Jessica Allison,104.7423079789625
Christian Grant,0099.11707916707049
Edward Watson,180.35355894236383
Derrick Cooke,142.0901159609425
Arthur Hall MD,235.96697489958777
Sean Patrick,00000139.45079943481065
Heather Collins,00000127.39257340710478
Megan Gomez,107.86244506859771
William Hale,114.67092535958612
Olivia Thompson,8.608441013604939
Lori Torres,18.858274333009916
Vickie Hernandez,214.9321806775068
Kimberly Brown,40.31993270151361
Sherry Meza,0182.85454988090535
Phillip Hansen,44.116117044254466
Jeanette Knight,28.686943288269372
Kayla Hanson,27.63036397054156
James Johnston,284.42905543555884
Dr. John Porter,53.72799273817649
Elizabeth Reyes,00093.68075684190921
Kristen Henry,0000077.0062435699163
Claudia Anderson,160.34015926115842
Nicholas Webb,0018.710386193314132
Allison Cooper,206.04210681966845
Zachary Barnes,00280.7741314675942
Gregory Hill III,265.97658083058303
Terry Ayers,16.51163898830609
Jessica Wilson,290.4095460874849
Daniel Frazier,190.32919165960308
Brian Welch,218.25050827754197
Carol Chavez,123.18344273633504
Ethan Mcdonald,214.35031737281645
Gerald Martinez,57.54786356392437
Eric King,59.879264225985686
Sylvia Walters,110.94631320914493
Jonathan Lane,0000064.46710142329967
Matthew Turner,180.2628702175462
Jeffrey Bauer,30.515841807321088
Jessica Shaffer,54.901936509967165
Chris Spencer,251.37528306509915
Mary Clarke,00236.05298786846936
Timothy Mendoza,105.98348156256873
Alicia Hoffman,182.34369903173868
Joseph Gardner,144.809134447454
Rachael Rangel,297.94964055273493
Jeffrey Harrington,194.27163383508275
Sophia Randolph,158.54312598904266
Debbie Freeman,275.87191674948485
Matthew Braun,00000201.77496567973782
Sheri Hudson,00268.3748401506698
Mary King,204.07857538584167
Beth Davis,155.0680648263074
Margaret Castillo,193.90632444973315
Tommy Sandoval,172.28304096219406
Christopher Hines,46.55435298980185
Richard Wright,208.3596968638621
Michael Brown,278.52308864414647
Nathan Yu,134.18950975303383
Cameron Ford,0248.89213816817465
Carla Hayes,265.3745758879461
Marissa Matthews,136.09257765126094
Dr. Samuel Thompson,237.15924164959935
Gary Figueroa,168.94476842778406
Michael West,146.88868490813215
Martin Walton,00000140.34005756647485
Zachary Lee,8.667301583326669
Christopher Stephenson,00067.01185632582161
Eric Ortiz,117.7242457520345
Kara Pittman,56.23964364259615
Andrew Cowan,0000295.93918116436095
Rhonda Moss DDS,259.0397505024356
Sarah Williams,92.82627713649636
Carolyn Collins,236.24728881254816
Larry Mooney,135.27017938989422
Laura Livingston,294.25806990582436
Candace Mckenzie,84.58145758338813
Candace Wallace,124.7464542613423
Jason White,218.43180413366076
Patricia Reynolds,89.01176825909228
Michael Ellison,244.47171060446053
Melissa Robles,238.45609669548045
Heidi Fry,0109.62647170853653
James Smith,163.95738564855034
Charles Ruiz,48.45811846912089
Stephanie Green DDS,00009.144974190597544
Stacey Garcia,106.61920386744846
Glenda Burke,206.36350632142347
Zachary Alvarez,104.0523689923793
Rachel Shaw,000002.4482115055157516
Carmen Beard,000269.62368497596617
Tony Daniels,186.90357745795234
Randy Mora,70.7410598248337
George Aguirre,128.9497508227403
James Miller,297.04056394395474
Jacqueline Williams,17.306221558812595
April Taylor,121.28989032735633
Robert Johnson,000131.62377790455037
Gary White,280.97065059718244
Kim Lowe,192.77587564660067
Samantha Jones,136.34155637165566
Randy Lozano,16.301049650545718
Arthur Chavez,6.903795237740217
Melissa Miller,162.60669447005415
Leslie Mccormick,282.5021066150871
Carlos Rubio,63.21802403932109
David York,86.53219265932694
Gabriella Anthony,7.6386454053409825
Olivia Poole,0117.85417195127266
Wayne Wilson,74.67047227866091
Elizabeth Moore,267.3988136432793
Janice Campbell,33.45339810287007
Julie Johnson,63.64156781774781
Misty Cantrell,189.03920909845044
Robert Soto,109.01383568593415
Brenda Cowan,60.8495765906681
Kelly Guerrero,0259.5112156610179
David Nichols,0000019.485248582507598
Kayla Taylor,186.23562833792445
Antonio Garcia,125.47721261358778
Tyler Cisneros,186.58982946523628
Jillian Crawford,158.81727732036828
Karl Pierce,132.7746811247699
Joann Taylor,276.96219621730694
Jennifer Jenkins,59.1285820815863
Nancy Brown,78.87073418065538
Emma Munoz,120.84287574591565
Shawn Galloway,141.02986218926173
Melissa Mcguire,213.0821203960955
Bryan Chavez,125.39615596333384
Fernando Salazar,256.1537305026925
Megan Moore,251.34779847880938
Robert Williams,175.20972501819074
Dennis Sanford,29.45043264009024
Kimberly Herrera,154.80765053344686
Gloria Potts,00289.1049353438026
Suzanne Barnett,8.470995351489762
Leah Myers,0000044.55797390437591
Kylie Thomas,13.453416021299347
Amanda Murphy,00050.55321552469607
Christopher Matthews,282.3634970875721
Nicole Parks,52.28399766593619
Bobby Martin,205.4899694679927
Kevin Chambers,121.17110156585184
Kimberly Lawson,250.28807417853673
Rachel Lopez,101.88811233293558
Christopher Clay,219.38450883405247
Daniel Martin,0.30019335994085905
William Taylor,66.55747013586088
Steven Johnson,111.29328197700804
Daniel Miller,80.5775678926165
Taylor Bryant,187.63154082557503
Lauren Jones,0194.7926311910296
Lindsey Robertson,000022.73764685915921
Allison Thomas,168.33349750521316
Vernon Bishop,216.1870445736053
Susan Parsons,132.91852598876127
Brady Snyder,00210.39608628043942
Brent Mcgrath,00174.6983566719174
Peter Smith,278.6080180649334
Deborah Fox,248.12282335222997
Heather Collins,00000147.42740743180877
Phillip Meyers,000102.79774717187095
Nicholas Hubbard,00275.40083640481305
Misty Ramirez,0000062.31681444320775
Scott Johnson,85.8738895846039
Jay Nixon,253.46747872310291
Tony Hall,61.197165218284425
Taylor Smith,41.49264584158212
Mark Reynolds,0070.49794435636788
Marilyn Christensen,155.48545325374747
Denise Atkins,185.45160104146026
Melissa Gonzales,228.00259967009907
Henry Hoffman,00229.66288757903408
Daisy Davenport,59.5275351815464
Christopher Paul,00122.71316985988045
Kevin Craig,148.20105162583087
Natalie Coleman,122.1440452139282
Jeremy Strickland,130.84356621069006
Gary Bonilla,162.61525338967425
Amanda Richards,236.5957164236875
Heidi Perez,245.17572279902632
Robert Johnson,174.69223455356223
Gary Mills,183.83632122355652
Chelsea Caldwell,0000016.12083718443007
John Frye,00223.27741754019164
Michael Strong,000220.4122321530476
Christopher Delgado,85.7827975219131
Whitney Wallace,253.45561825480596
Rebecca Martinez,059.68320226018208
Marissa Mccoy,00116.96346526147707
Ricky Kerr,0038.99584409323927
Anna Campbell,249.92134043263837
Marie Walters,73.38808728545419
Robert Martin,38.22288302142398
Marc Davis,162.28026194930806
James Dixon,159.37943283852357
Vicki Ramirez,186.16024273670712
Krista Campbell,161.23384364400107
Lauren Patterson,00170.2123273334216
Megan Clark,290.25815557299404
Judy Zimmerman,219.58882554041395
Joseph Williams MD,210.78418587544644
Lori Acevedo,210.66028991914433
William Taylor,275.6331762919653
Dawn Snyder,0000248.98404166326142
Jennifer Simmons,80.6835370725029
Alyssa Nunez,163.8009001753501
Robert Black,63.92800482464865
Julia Young,000239.23966830924962
Melinda Barnes,227.25063517083808
Mr. Brett Armstrong,154.13418355563863
Erik Stevenson,00246.0040721964782
Daniel George,34.80089307788611
Lindsey Jones,197.70203950528594
Virginia Lopez,227.42559145706585
Andrew Brown,000092.88318048748691
Donna Lowery,264.8326093572513
Alexis Andrade,6.3139851829486116
Alyssa Pierce,47.74032516054749
Tara Johnson,38.26768696182315
Michael Brady,000162.0594321745818
James Rhodes,51.92414008935029
Pamela Scott,42.43333392205651
Martin Ward,170.94982482253798
Kristina Hernandez,107.69157184330524
Robert Bush,87.18004191063352
Rebecca Larson,214.3895724880069
Brittany Watson,190.52001802374136
Ryan Ramirez,249.72879125140653
Edward Burns,87.64996993182649
John Prince,31.738420344070374
Ashley Boyer,107.66259919776722
James Dean,61.695454203113286
Natalie Gordon,0268.2800093904237
Ryan Smith,00000136.20781301562315
Stephen Thompson,54.296397135686725
William Delgado,96.25442517413535
Brian Johnson,124.92920800129251
James Patel,216.60564294988416
Allen Rogers,145.4342467362144
Aimee Reyes,277.6656815323848
Susan Williams,00255.21535321984987
Edward Griffin,108.62052215568919
Debra Baker,00296.5003089408694
Yvette Kramer,279.93711740258726
Alyssa Williams DVM,270.89722410924776
John Cunningham,173.0242833106959
Dana Gilbert,086.51917139139054
Stephen Henry,146.1515577939639
Bradley James,137.9824935007853
Melinda Peters,16.83003043558586
Robert Goodman,213.54239836717497
Leslie Moore,195.9630799088048
Sarah Gray,270.794728795214
Amy Haynes,258.5062772657286
Gary Dean,184.42515197173313
Jonathan Duran,224.5361416600696
Elizabeth Ruiz,0000124.66944953610623
Caitlin Lewis,196.35989586878728
Micheal Blackburn,10.44317525383308
Sheryl Mccarthy,159.95197311799956
Lisa Smith,00150.91226788427025
Jared Juarez,247.5606457184945
Brett Castro,0000217.3328584696009
Jessica Murray,0000175.30221837335125
Austin Coffey,16.259139624906204
Shelly Jacobs,3.8567620522629076
Elizabeth Logan,0000298.7423280960961
Cody Anderson,128.08149674209776
Kayla Wood,00256.0528759915511
Paul Singh DDS,157.96361688869047
James Mays,245.24330716055212
Thomas Moore,244.59149818432581
Linda Pacheco,299.60400695104124
Jenny Clark,66.323118079241
Patrick Guzman,223.49659809806417
Mr. Scott Peters,0000229.48733097035625
John Stevenson,23.09927229196965
Kristina Brooks,0154.68058259535485
Nancy Aguilar,63.387875266286244
Robert Brown,132.73295362216254
Jessica Williams,00000255.95815772602114
David Brown,290.5944805890099
Dorothy Munoz,242.5645399689326
Jason Lawson,76.09246622090241
James Hall,167.96983139949683
Patricia Carpenter,0046.081471226854134
Jeff Cardenas,000064.36052626619745
Michelle Johnson,19.189450361745706
Frank Madden,17.34021423630535
George Tanner,291.42926528925824
Dylan Johnson,40.65328580971247
Pamela King,000282.4817646766954
Jesse Frazier,95.66568524752319
Edward Russell,103.22359133510466
Diana Mcdonald,00183.09643604917142
Randy Dawson,192.1441513938406
Jasmine Williams,286.169233565484
Robert Smith,124.21900702404788
Sara Young,183.99448583772764
Samantha Gonzalez,205.58992574257107
Christina Torres,286.2681618777825
Maria Bailey,141.90762943777943
Charles Bartlett,94.22658656561114
Natalie Parker,238.01615889726162
Paula Hernandez DDS,48.88381677539385
Jessica Jenkins,14.947778964788505
Drew Henson,223.07613087091502
Michael Davis,17.98090898922454
Ian Ramos,23.684656479342635
Anna Wright,00235.58245960084082
Ashley Anderson,74.40865878276213
Jennifer Wright,298.1278772531823
Nicole Lopez,0067.72888615683607
Tara Ellis,21.92761434619368
Hannah Elliott,000042.3500306105059
Gavin Rodriguez,00116.36642424082112
Johnny Jackson,291.5968901388637
Martin Garrett,147.06705563281525
Terri Hayes,167.36096726325707
Adam Huang,000260.84093566443414
Carolyn Garner,00000104.41065354970588
Lisa Lee,130.22025105836542
Rodney Escobar,8.711600244270834
Michael Johnson,144.54500628387981
Michelle Carter DVM,55.94822858261905
John Dunn,000081.54369829884075
Terry Pierce,0297.8661824269755
David Buck,258.79109040656874
Jennifer Newman,149.3096362559838
Cynthia Lee,246.59341963671147
Sylvia Clark,299.52523513204085
Joseph Taylor,86.08285036113183
Kathleen Barton,37.42180870290569
Michael Harris Jr.,0000052.863409788803615
Eric Benson,172.1967218140958
Curtis Butler,44.51322087159383
Brittany Le,0051.04878874984286
Jeremiah Sims,000101.16179403008927
David Davis,290.42275473201386
Tiffany Bond,181.48954787847828
Patricia Chen,61.60059464895199
William Crawford,181.76037492528042
Christina Roberts,29.286800917334467
Jerome Scott,232.14413357176466
Jeffery Walker,272.0840275586963
Todd Alvarez,00000212.1733631663613
John Henry,0000223.99118576130667
James Miles,156.36757784621395
Michael Downs,31.19720611005966
Kayla Wheeler,6.095911004942511
Charles Martin,161.27522870857268
Harold Bennett,135.0423550134277
Michael Swanson,00200.39235279374984
Janet Mcdonald,79.80353706580819
Brett Willis,244.40641148419883
Jacob Smith,27.923228816289026
Alexa Webb,0167.56885852232438
Louis Klein,40.12200003556118
Tony Yu,15.742386454841972
Lisa Goodman,0000121.07840957778886
Kimberly Hernandez,00036.973523018101574
Phillip Friedman,145.84183084692725
Brian Lam,02.9003944865113707
Kristin Wilkins,0000251.85102866093413
Joshua Lynch,188.87811097483518
Blake Mclaughlin,276.65121566766607
Billy Olsen,00010.004807042544051
Shawn Brock,179.61580863261688
Danielle Jones,222.69520757018756
Jim Gomez,60.12919733061894
Sabrina Henderson,178.74538530666499
David Pennington,245.31840116263646
Deborah Williams,0137.01597097392576
Stephanie Bowman,227.0047204438775
Joseph Frazier,176.45330226779308
Ryan Mclaughlin,249.86437596048543
Tony Hall,135.8550959490399
Timothy Martin,289.2653637304789
John Obrien,261.84812162986356
Barbara Johnson,53.805895080716546
Brandon Marshall,139.8477827356658
Carrie Miller,11.55550872687362
Samantha Dean,261.6193407458776
Jamie Wilson,87.74932377728214
Carlos Acosta,236.6035296169167
Amy Bennett,228.749457753664
Dominique Wells,00116.64359542890195
Sarah Bright,237.5160782816234
Michael Barton,111.588339159014
Rebecca Anderson,00000172.30626419058922
Megan Riggs,31.415424578127293
Whitney Andrews,44.11769930461343
Catherine Jones,00000127.01351222588646
William Andrews,236.21807628453686
Kathleen Edwards,158.32395378421924
Roger Frost,220.46888744734682
Justin Johnson,255.84916082448956
Valerie Young,265.17025774690933
Samantha Perez,239.94697971674572
Devin Allen,72.15833790608175
Stephanie Little,238.92387283104193
Melanie Miller,27.507047501375414
Erica Beck,2.408526396761501
Toni Dunn,168.3733620198095
Eric Dunn,211.89758909785095
David Jackson,169.3550529484765
Melanie Gates,94.66629008484445
Heather Pierce,17.410619688845152
Jordan Lewis,153.01461740284606
Michele Johnson,0255.71498005316127
Samantha Ryan,000249.4925261326123
Christopher Hudson,0000201.99975182132735
Zachary Williams,106.59921636962805
Donna Davis,66.72879990563357
Jordan Erickson,237.7720748484537
Christopher Nolan,0000088.74278260205863
Evelyn Hanna,11.36458786951664
Jason Johnson,250.23147017326244
Barbara Caldwell,224.71158493620572
Ronald Huff,7.220543463717332
Holly Norris,00216.2305109177544
Derrick Carter,11.837912992122313
Kenneth Golden,00285.85081685801464
Grace Edwards,70.08655794960943
Jonathan Rios,57.712597357616325
Mackenzie Miller,0000265.59417320672867
Tammy Taylor,000138.85598565124394
Reginald King,207.3305605938199
Matthew Fletcher,130.55916118107768
Elizabeth Jordan,177.7124355174749
Sally Santiago,45.11902985650396
James Johnson,12.895735378025353
Jason Saunders,242.84373861087548
Carol Hernandez,4.624370640925468
Kendra Dawson,291.5212704079463
James Hess DDS,58.426980920539066
Michael Stokes,25.518866019813768
Jeffrey Martinez,147.69037912960326
Joseph Bell,0102.98742822649713
Pamela Black,140.71938904528912
Robert Jordan,0100.47110113613776
Kathy Baker,263.55118987726985
Brian Bailey,115.36283162955256
Mitchell Clark,190.28579374160574
Kelly Mcintyre,168.73442688547874
Susan Ali,260.58212587920184
Latoya Gonzales,205.04242220781632
Olivia Mayo,251.539316319889
Thomas Anderson,221.03202138452298
Todd Jennings,182.39385071230006
Paul Dixon,22.257608409298733
Julie Torres,0000130.67875588932563
James Miller,202.22964922902491
John Howard,80.73869921597671
Anne Savage,134.0405496881655
Richard Wilson,226.89171341378022
Mrs. Amber Esparza,00000187.5777824144261
Todd Armstrong,99.18946135003686
Aaron Richardson,000118.45568241597084
Gregory Pollard,234.1382367842161
Jon Butler,225.76783069961127
Chelsea Madden,000116.62292125423896
Misty Ramos,000234.08371029510874
Ryan Murphy,233.78728104974596
Brittany Sandoval,0259.1615162765921
Rose Stanton,132.58437240299426
Kristen Banks,287.0092392559533
Julia Stokes,140.31256621233698
Paul Phillips,000186.00436502324533
Amber Thompson,128.40386518196294
Mrs. Valerie Norton,278.47329196405593
Adam Parker,228.1780448898553
Jennifer Gonzales,0000201.95772233532975
Jacqueline Hernandez,260.0860740173851
Cory Walker,276.8951661262271
Jennifer Miller,220.52021451384124
Dawn Bond,270.3604904855039
Tara Daniel,247.69265516103914
Rebecca Thompson DDS,136.49071518145252
Victor Serrano,260.12170484497557
Elizabeth Bell,55.22085800485901
Julie Coleman,122.62926728564433
Jennifer Brown,8.634621796854812
Jessica Moore,266.6472362546583
John Ramirez,160.94015313784897
Becky Hall,271.12217722839864
Christine Smith,295.80399003772317
Christopher Osborne,00146.23292338725543
Jacob Hernandez,7.9995866384977905
Jennifer Rogers,128.51339666805433
Tammy Young,19.649487618537343
James Lewis,56.048296930301454
Charles Stanley,74.11487319875806
Christina Garcia,0085.95341522492949
Heather Davis,000074.29698857378717
Ashley Fuentes,228.8808043512349
Jorge Brown,2.668016258096362
Sierra Park MD,205.52585988186212
Todd Miller,272.9947015862367
Jeffrey Sanchez,000071.25953585246127
Crystal Luna,99.98305120088
Devin Flores,60.751520927298344
Bianca Martin,123.53568538000377
Danielle Snyder,26.677380866929536
Edward Carney,0265.06902448522567
Joseph Grimes,0268.752925861362
April Fowler,0164.80773702815446
Michelle Mccoy,145.09960835055546
Alicia Stone MD,21.306179609801756
Micheal Lloyd,215.17326238525646
Richard Ortiz,148.916744913034
Jasmine Reyes,44.616532654485276
Tony Smith,114.40259462412024
Mary Melton,198.3058359782194
William Griffin,146.0813867091926
Scott Vargas,58.2536122834586
Adam Guerra,13.060346748295137
Christina Vang,215.2971496696193
Nicole Williams,0189.19024665563273
Erica Powers,142.7933783563207
Angela Garcia,175.25618354801628
Melissa Brown,257.90268456791495
John Santiago,55.75051527996688
Donald Nelson,20.747101638163613
Misty Bell,263.0063734718704
Vanessa Barnes,81.07265035359369
Brian Austin,00000212.64893661935886
Jeffrey King,252.2896877181432
Levi Vaughn,142.1224476401632
Melanie Blake,0000244.24965184567674
Marvin Franklin,219.66976212062738
Angela Massey,110.59227758143646
Lisa Cole,202.20327655567772
George Stark,103.63048443407213
Jeffrey Salas,232.95865275711157
Richard Reeves,85.83249893352725
Heather Maldonado,292.4101672367324
Shelly Mcdaniel,267.5668047194851
David Ryan,0000080.92148227077503
Tyler Trevino,75.70611538172837
Christina Jackson,155.48558236131424
Jodi Peterson,20.749489983100165
Melissa Carney,42.023722602617
David Cole,113.4241366878513
Ricardo Weber,00000215.47652914676308
Jessica Mckenzie,280.9707751107234
James Ramirez,36.28177823910793
Jeffrey Wise,77.17375689478267
Brandy Fisher,169.58005240115847
Renee Barrera,246.01478111735722
Melanie Wiggins,14.973877108563748
Alexander Mckee,171.6037468122393
Sheryl Hill,9.161919917470962
Sandra White,272.98784192441514
Christopher Thompson,22.069052273851707
Mr. Daniel Smith,00000130.7526410528608
Theresa Johnson,61.15255401573466
Kristopher Cunningham,127.42968290448434
Nathan Morgan,166.21275710856864
David Murray,110.60256741140032
April Taylor,2.033803093537334
Daniel Herrera,245.14091366875758
John Mcpherson,0000200.3253003483999
Scott Simmons,44.45087326927629
Gary Tran,86.68368261102647
Erica Vaughn,00000289.792287563817
Jennifer Peterson,00179.35994316791917
April Mccormick,219.60906187569745
Justin Davis,39.14509513920626
Julia Hall,163.15337081839627
Anna Cunningham,188.93762929340733
Jacob Stevens,00000233.22577029718
Jerry Payne,169.62381257628408
Mark Collins,00117.62228175777007
Benjamin Clark,93.10220462352581
Lisa Norton,0000017.323177632175014
Christopher Smith,0000081.45143195987956
Mary Myers,37.447401260478664
Stephanie Skinner,0006.450115409472968
Dave Kelly,121.97572951864967
Patricia Gallagher,196.37117798423185
Shaun Holloway,39.440328065629785
Marc Love,262.27209818397836
Michael Mayer,0041.429008133900915
Mason Rodriguez,0162.79196518165946
Jason Payne,83.27946269872628
Johnny Hicks,00074.94437940128532
Lisa Rodgers,32.106224639172396
Sarah Tyler,87.15157534281965
Brian Rodriguez,26.081651503261703
Charlene Jones,0246.8853280259454
Scott Lawrence,227.61395649150862
Carol Patrick,0140.45168066300826
Mrs. Jessica Gibson DDS,60.11999567598073
Linda Sullivan,000004.59757783566499
Donna Carrillo,237.82591106535895
Scott Baker,227.47050542148006
Brian Jensen,174.96712222201845
James Sosa,81.4321633094092
Veronica Zavala,51.459148131350304
Jenny Fields,186.16929762084828
George Monroe,230.8455603414387
Michael Smith,153.70561772489975
Kevin Oliver,000190.39769667192525
